1	1
2	1.97819573230966
3	2.96566600202734
4	3.69051529140559
5	4.12221809115038
6	4.91740348464013
7	5.48789072441597
8	5.3648323874889
9	7.2407628703609
10	8.04666908517286
11	8.97010990818568
12	8.00912424935761
13	10.0351842645178
14	11.029902529103
15	10.3529206153665
16	11.2076453078579
17	13.1122164011192
18	13.8703447573244
19	14.9551790085882
20	14.7706088510222
21	15.3009616517436
22	16.3589700137023
23	17.4993770463175
25	19.3303945799118
26	16.005465843243
27	20.926315080916
28	13.8076487539431
 
